testid msgsize chunksize datasize time bandwidth numpaths/job maxpath/job minpath/job avgpath/job medpath/job totalhopbytes maxhopbytes minhopbytes avghopbytes medhopbytes totalcopies maxcopies/path mincopies/paths avgcopies/paths medcopies/path totalhops maxhops/path minhop/path avghops/path medhop/path totalcopies/node maxopies/node mincopies/node avgcopies/node medcopies/node maxloadpath minloadpath avgloadpath medloadpath maxloadlink minloadlink avgloadlink medloadlink totalrput maxrputs minrput avgrput medrput
0 8388608 65536 1024 3898 262698 500 4 2 3.91 4 -1124073472 8388608 4194304 -2248146.94 8388608 32000 96 32 64.00 64 1488 4 2 2.98 2 32025 64 32 32.38 32 1 1 1.00 1 4194304 2097152 2130977.03 2097152 48384 128 32 43.35 32
1 8388608 65536 2048 44370 46157 865 10 1 3.38 3 17248314466 117440512 1677720 19940247.94 13421768 230418 1664 13 266.38 182 6111 14 2 7.06 7 230443 1216 12 244.37 197 4 1 2.36 2 29360128 786432 6667243.02 5570560 263186 1472 12 279.39 203
2 8388608 65536 4096 87790 46656 1859 20 1 3.63 3 24491014841 117440512 645277 13174295.23 9786707 439230 1664 9 236.27 126 12477 14 1 6.71 6 439255 2453 11 437.94 288 8 1 3.75 3 59310080 393216 9942995.06 7208960 504791 2965 11 502.78 288
3 8388608 65536 8192 89754 91271 3770 18 1 3.68 2 35292394111 125829120 1048576 9361377.75 9437184 931712 1792 8 247.14 128 28037 15 2 7.44 7 931712 3224 8 493.49 319 11 1 4.15 3 92274688 458752 10303345.00 7274496 1062784 4248 8 562.92 319
4 8388608 65536 2048 30425 67313 761 10 1 2.97 3 17358464818 109051904 1677720 22810072.03 16777212 232092 1536 13 304.98 210 5520 14 2 7.25 7 232117 790 13 241.54 195 3 1 1.95 2 20971520 786432 6116231.49 5046272 264860 917 13 272.21 243
5 8388608 65536 2048 10435 196262 604 3 1 2.36 2 2726296918 25165824 8388606 4513736.62 12582912 74246 256 84 122.92 128 2012 5 3 3.33 3 74271 192 42 63.16 64 1 1 1.00 1 8388608 2752512 3485720.43 2818048 107014 192 42 87.22 64
6 8388608 65536 4096 35747 114583 1423 10 1 2.78 2 28671960342 117440512 1048576 20148953.16 14680064 437500 1664 12 307.45 192 9690 14 1 6.81 6 437525 1387 16 389.60 340 4 1 2.35 2 29360128 786432 7997808.66 6946816 503061 1643 16 447.96 384
7 8388608 65536 8192 63077 129873 3549 12 1 3.47 3 39835932490 117440512 1677720 11224551.28 12582912 935518 1664 13 263.60 171 27093 15 2 7.63 7 935518 2123 11 495.51 407 7 1 3.55 3 44433408 655360 9149220.19 7208960 1066590 2123 11 564.33 450
8 8388608 65536 4096 38928 105219 1542 10 1 3.01 3 29142739664 109051904 2396744 18899312.36 15099489 444680 1536 18 288.38 200 11403 14 2 7.39 7 444705 1648 13 415.61 364 5 1 2.91 3 37748736 786432 8534332.77 7340032 510241 1776 13 459.68 409
9 8388608 65536 4096 45142 90735 1497 9 1 2.92 3 20166963165 117440512 2396744 13471585.28 13981010 438784 1664 18 293.11 172 10263 14 2 6.86 6 438809 1740 14 383.91 323 4 1 2.40 2 33554432 917504 7742121.23 6291456 504345 1868 14 432.54 375
10 8388608 65536 4096 5207 786633 1024 3 1 2.00 2 4294967290 13981010 2796202 4194303.99 8388608 65534 168 86 64.00 86 2050 5 1 2.00 3 65559 64 42 63.84 64 1 1 1.00 1 8388608 2752512 4190148.06 4194304 131070 170 42 85.28 64
11 8388608 65536 8192 52798 155157 4006 14 1 3.91 4 48239396552 117440512 1290554 12041786.46 10485760 932672 1664 10 232.82 133 29506 15 2 7.37 7 932672 2123 12 460.35 372 6 1 3.11 3 50331648 589824 7336721.40 5570560 1063769 2123 12 524.80 447
12 8388608 65536 8192 45496 180059 2075 7 1 2.03 2 31768733723 117440512 2396744 15310233.12 25165824 943508 1664 18 454.70 320 16300 15 2 7.86 8 943508 1760 21 553.70 458 5 1 2.60 2 41943040 1179648 11239016.10 8388608 1074580 1760 26 530.92 416
13 8388608 65536 8192 44749 183065 2700 9 1 2.64 2 35628350342 125829120 2097152 13195685.31 16777216 936860 1792 21 346.99 234 20451 15 1 7.57 7 936860 1701 14 515.32 438 5 1 2.81 3 41943040 917504 9620342.48 8388608 1067932 1701 18 537.46 459
14 8388608 65536 8192 39684 206430 3316 13 1 3.24 3 30940005086 117440512 1398101 9330520.23 13421768 930836 1664 15 280.71 175 24273 15 1 7.32 7 930836 1728 14 474.67 425 5 1 2.81 3 37748736 589824 8061299.98 6946816 1061908 1728 18 524.92 477
15 8388608 65536 8192 8381 977448 1024 1 1 1.00 1 0 16777216 16777216 0.00 16777216 131072 128 128 128.00 128 2048 2 2 2.00 2 131072 128 128 128.00 128 1 1 1.00 1 8388608 8388608 8388608.00 8388608 262144 256 128 171.79 128
16 8388608 65536 1024 29815 34345 207 4 1 1.62 1 6322213928 92274688 18874368 30542096.27 41943040 145620 1280 256 703.48 576 2056 11 9 9.93 10 145645 853 32 292.46 277 3 1 1.93 2 25165824 2097152 9950416.25 8388608 162004 853 32 325.96 321
17 8388608 65536 1024 6199 165187 523 6 2 4.09 4 3397385774 16777216 1398101 6495957.50 5592404 35410 192 26 67.71 52 1628 5 1 3.11 3 35435 89 21 40.45 32 1 1 1.00 1 4194304 1376256 2084994.83 2097152 51819 217 21 57.13 32
18 8388608 65536 1024 10486 97654 435 5 1 3.40 4 3858200124 25165824 3355442 8869425.57 8388608 42446 256 26 97.58 96 1574 5 2 3.62 4 42471 171 25 54.73 43 1 1 1.00 1 8388608 1638400 2449480.86 2097152 58855 299 25 75.55 57
19 8388608 65536 2048 39013 52495 896 13 1 3.50 3 15705709306 100663296 699050 17528693.42 10485760 206874 1408 10 230.89 128 5635 13 1 6.29 6 206899 1279 10 259.27 178 4 1 2.29 2 33554432 589824 6379032.54 4194304 239667 1344 13 300.33 207
20 8388608 65536 2048 31084 65885 682 10 1 2.66 2 15513857103 109051904 838860 22747591.06 13981010 203940 1536 14 299.03 172 4238 13 1 6.21 6 203965 1152 13 257.53 192 3 1 1.88 2 25165824 786432 6864113.05 5373952 236708 1184 13 299.25 202
21 8388608 65536 2048 38925 52614 919 13 1 3.59 3 15332745529 109051904 699050 16684162.71 10485760 201170 1536 10 218.90 128 5598 13 1 6.09 6 201195 1323 11 241.82 160 4 1 2.24 2 29360128 589824 6134998.31 4194304 233938 1451 11 281.51 170
22 8388608 65536 4096 44009 93071 1376 13 1 2.69 2 22210814682 109051904 1290554 16141580.44 13981010 404436 1536 10 293.92 172 8726 13 2 6.34 6 404461 1675 11 430.28 351 5 1 2.75 2 37748736 589824 9722249.05 8388608 469997 2187 11 500.00 352
23 8388608 65536 4096 38588 106146 1106 9 1 2.16 2 13683655584 100663296 932067 12372202.16 19573414 405396 1408 14 366.54 256 7099 12 1 6.42 6 405421 1814 14 456.04 373 4 1 2.38 2 33554432 917504 10356711.26 8388608 470957 2243 14 529.17 384
24 8388608 65536 4096 42095 97303 1328 14 1 2.59 2 13282323194 100663296 1198372 10001749.39 14680064 399272 1408 9 300.66 192 8287 12 1 6.24 6 399297 1920 12 433.08 299 5 1 2.72 2 41943040 589824 9997261.93 8388608 464833 2432 12 504.16 306
25 8388608 65536 8192 42455 192957 2237 11 1 2.18 2 25848059913 109051904 1398101 11554787.62 19573414 853160 1536 12 381.39 256 15762 14 1 7.05 7 853160 2240 11 630.10 523 6 1 2.97 2 44695552 720896 12142814.07 8388608 984232 3264 11 726.91 523
26 8388608 65536 8192 43936 186453 1881 10 1 1.84 1 21565530805 117440512 838860 11464928.66 25165824 853348 1664 12 453.67 320 13254 14 1 7.05 7 853348 2324 13 623.79 512 5 1 2.60 2 41943040 786432 12635125.17 8388608 984445 3348 13 719.10 512
27 8388608 65536 8192 49331 166061 2159 15 1 2.11 1 29657126836 117440512 1118480 13736510.81 20971520 845748 1664 8 391.73 275 15012 14 1 6.95 7 845748 2352 13 640.23 502 6 1 2.93 2 46137344 524288 12500854.43 8388608 976845 3376 13 738.91 502
28 8388608 65536 2048 43217 47388 742 11 1 2.90 2 15520826373 109051904 838860 20917555.76 12582912 204048 1536 12 275.00 160 4512 13 1 6.08 6 204073 1003 12 252.88 181 3 1 1.93 2 25165824 720896 6638140.88 4718592 236816 1088 12 290.57 217
29 8388608 65536 2048 41266 49629 1141 18 1 4.46 3 15137571284 92274688 466033 13266933.64 6291456 198182 1280 8 173.69 80 6658 12 1 5.84 5 198207 1322 7 245.31 123 5 1 2.75 2 37748736 458752 6254355.04 3932160 230975 1450 7 285.86 137
30 8388608 65536 2048 38753 52847 1141 19 1 4.46 3 14819769471 92274688 441505 12988404.44 5991860 193314 1280 8 169.43 72 6456 12 1 5.66 5 193339 1450 7 261.62 130 5 1 2.69 2 37748736 393216 6173545.81 3670016 226107 1578 7 305.96 152
31 8388608 65536 2048 14547 140785 609 5 1 2.38 2 3770958266 41943040 3355442 6192049.70 12582912 90236 512 26 148.17 128 2283 6 2 3.75 4 90261 256 25 73.56 64 1 1 1.00 1 8388608 1638400 3530963.71 2818048 123004 384 25 99.68 64
32 8388608 65536 2048 14106 145186 495 3 1 1.93 2 8819222762 41943040 8388606 17816611.64 16777216 101750 512 86 205.56 192 2070 6 3 4.18 4 101775 320 42 102.80 86 1 1 1.00 1 8388608 2752512 4258826.88 4194304 134518 448 42 135.88 106
33 8388608 65536 2048 3505 584308 896 4 3 3.50 4 995447552 10485760 2097152 1110990.57 6291456 47872 128 64 53.43 64 2224 5 1 2.48 3 47897 86 32 44.64 32 1 1 1.00 1 2818048 2097152 2376269.35 2097152 80640 171 32 64.88 43
34 8388608 65536 4096 41287 99207 1756 14 1 3.43 3 18284656295 100663296 1198372 10412674.43 10066326 410056 1408 10 233.52 128 10957 12 2 6.24 6 410081 1536 13 408.85 362 5 1 2.80 2 37748736 589824 7967381.73 5898240 475617 1792 13 474.19 447
35 8388608 65536 4096 40547 101018 1447 11 1 2.83 2 18458592866 100663296 1525200 12756456.71 11744047 412718 1408 12 285.22 156 8989 13 2 6.21 6 412743 1366 11 410.28 366 4 1 2.37 2 33554432 720896 8248119.51 6291456 478279 1622 11 475.43 427
